1	1643983200443	0.156	9.955	0.043	23febStep&crash
2	1643983200444	0.141	9.928	0.132	23febStep&crash
3	1643983200445	0.125	9.936	0.182	23febStep&crash
4	1643983200449	0.137	9.957	0.177	23febStep&crash
5	1643983200453	0.153	9.943	0.134	23febStep&crash
6	1643983200460	0.177	9.962	0.122	23febStep&crash
7	1643983200463	0.199	9.936	0.132	23febStep&crash
8	1643983200467	0.18	9.969	0.087	23febStep&crash
9	1643983200478	0.172	9.95	0.089	23febStep&crash
10	1643983200479	0.194	9.95	0.084	23febStep&crash
11	1643983200482	0.239	9.981	0.091	23febStep&crash
12	1643983200490	0.268	9.969	0.084	23febStep&crash
13	1643983200491	0.292	9.957	0.096	23febStep&crash
14	1643983200496	0.306	9.993	0.139	23febStep&crash
15	1643983200501	0.323	9.96	0.122	23febStep&crash
16	1643983200506	0.338	9.96	0.125	23febStep&crash
17	1643983200510	0.314	9.957	0.151	23febStep&crash
18	1643983200515	0.335	9.952	0.154	23febStep&crash
19	1643983200520	0.328	9.957	0.225	23febStep&crash
20	1643983200524	0.297	9.926	0.288	23febStep&crash
21	1643983200529	0.28	9.916	0.319	23febStep&crash
22	1643983200534	0.285	9.914	0.369	23febStep&crash
23	1643983200539	0.321	9.948	0.335	23febStep&crash
24	1643983200543	0.347	9.938	0.302	23febStep&crash
25	1643983200548	0.354	9.948	0.213	23febStep&crash
26	1643983200554	0.378	9.962	0.125	23febStep&crash
27	1643983200559	0.371	9.995	0.113	23febStep&crash
28	1643983200564	0.366	9.967	0.008	23febStep&crash
29	1643983200569	0.326	9.964	0.005	23febStep&crash
30	1643983200572	0.314	9.983	0.027	23febStep&crash
31	1643983200577	0.333	9.962	0.022	23febStep&crash
32	1643983200581	0.287	9.967	0.02	23febStep&crash
33	1643983200586	0.292	9.971	0.031	23febStep&crash
34	1643983200592	0.266	9.957	0.017	23febStep&crash
35	1643983200596	0.23	9.967	0.036	23febStep&crash
36	1643983200601	0.189	9.969	0.005	23febStep&crash
37	1643983200607	0.168	9.971	0.015	23febStep&crash
38	1643983200610	0.144	9.981	0.046	23febStep&crash
39	1643983200615	0.165	9.993	0.055	23febStep&crash
40	1643983200621	0.175	9.971	0.041	23febStep&crash
41	1643983200625	0.172	9.96	0.036	23febStep&crash
42	1643983200630	0.187	9.96	0.053	23febStep&crash
43	1643983200635	0.211	9.957	0.051	23febStep&crash
44	1643983200645	0.199	9.943	0.027	23febStep&crash
45	1643983200646	0.204	9.931	0.031	23febStep&crash
46	1643983200649	0.213	9.933	0.055	23febStep&crash
47	1643983200654	0.218	9.96	0.015	23febStep&crash
48	1643983200661	0.187	9.952	0.058	23febStep&crash
49	1643983200663	0.235	9.974	0.12	23febStep&crash
50	1643983200668	0.223	9.943	0.144	23febStep&crash
51	1643983200673	0.249	9.952	0.175	23febStep&crash
52	1643983200679	0.282	9.931	0.192	23febStep&crash
53	1643983200682	0.263	9.95	0.201	23febStep&crash
54	1643983200687	0.297	9.924	0.142	23febStep&crash
55	1643983200693	0.256	9.952	0.101	23febStep&crash
56	1643983200697	0.261	9.957	0.077	23febStep&crash
57	1643983200701	0.256	9.974	0.058	23febStep&crash
58	1643983200706	0.251	9.979	0.027	23febStep&crash
59	1643983200712	0.235	9.957	0.008	23febStep&crash
60	1643983200715	0.247	9.96	0.02	23febStep&crash
61	1643983200720	0.242	9.967	0.031	23febStep&crash
62	1643983200727	0.242	9.974	0.046	23febStep&crash
63	1643983200730	0.235	9.964	0.043	23febStep&crash
64	1643983200734	0.206	9.96	0.053	23febStep&crash
65	1643983200741	0.192	9.95	0.06	23febStep&crash
66	1643983200744	0.187	9.96	0.06	23febStep&crash
67	1643983200750	0.153	9.964	0.01	23febStep&crash
68	1643983200754	0.168	9.976	-0.012	23febStep&crash
69	1643983200758	0.158	9.986	-0.021	23febStep&crash
70	1643983200765	0.17	9.971	-0.067	23febStep&crash
71	1643983200767	0.194	9.962	-0.081	23febStep&crash
72	1643983200772	0.196	9.971	-0.021	23febStep&crash
73	1643983200778	0.184	9.952	0.02	23febStep&crash
74	1643983200782	0.153	9.974	0.048	23febStep&crash
75	1643983200787	0.125	9.94	0.106	23febStep&crash
76	1643983200791	0.105	9.94	0.17	23febStep&crash
77	1643983200795	0.105	9.948	0.201	23febStep&crash
78	1643983200799	0.105	9.936	0.223	23febStep&crash
79	1643983200804	0.103	9.926	0.187	23febStep&crash
80	1643983200810	0.117	9.928	0.182	23febStep&crash
81	1643983200813	0.098	9.969	0.144	23febStep&crash
82	1643983200818	0.105	9.962	0.11	23febStep&crash
83	1643983200824	0.096	9.955	0.077	23febStep&crash
84	1643983200829	0.081	9.96	0.082	23febStep&crash
85	1643983200833	0.089	9.981	0.087	23febStep&crash
86	1643983200838	0.091	9.974	0.048	23febStep&crash
87	1643983200844	0.127	9.969	0.039	23febStep&crash
88	1643983200848	0.129	9.969	0.027	23febStep&crash
89	1643983200852	0.148	9.983	0.029	23febStep&crash
90	1643983200858	0.16	9.988	0.06	23febStep&crash
91	1643983200863	0.141	9.962	0.053	23febStep&crash
92	1643983200869	0.125	9.976	0.075	23febStep&crash
93	1643983200871	0.117	9.957	0.07	23febStep&crash
94	1643983200876	0.141	9.971	0.115	23febStep&crash
95	1643983200879	0.139	9.964	0.103	23febStep&crash
96	1643983200884	0.129	9.938	0.103	23febStep&crash
97	1643983200890	0.177	9.971	0.118	23febStep&crash
98	1643983200895	0.194	9.962	0.137	23febStep&crash
99	1643983200900	0.182	9.94	0.177	23febStep&crash
100	1643983200905	0.139	9.924	0.235	23febStep&crash
101	1643983200909	0.156	9.914	0.254	23febStep&crash
102	1643983200914	0.148	9.938	0.247	23febStep&crash
103	1643983200918	0.127	9.943	0.235	23febStep&crash
104	1643983200923	0.141	9.926	0.211	23febStep&crash
105	1643983200928	0.151	9.945	0.149	23febStep&crash
106	1643983200933	0.151	9.988	0.108	23febStep&crash
107	1643983200941	0.127	9.962	0.041	23febStep&crash
108	1643983200942	0.134	9.976	0.008	23febStep&crash
109	1643983200947	0.146	9.971	0.008	23febStep&crash
110	1643983200951	0.153	9.981	0.039	23febStep&crash
111	1643983200956	0.125	9.952	0.063	23febStep&crash
112	1643983200962	0.148	9.967	0.075	23febStep&crash
113	1643983200966	0.156	9.971	0.096	23febStep&crash
114	1643983200977	0.098	9.964	0.163	23febStep&crash
115	1643983200978	0.086	9.962	0.177	23febStep&crash
116	1643983200981	0.079	9.955	0.151	23febStep&crash
117	1643983200986	0.077	9.969	0.125	23febStep&crash
118	1643983200990	0.103	9.969	0.094	23febStep&crash
119	1643983200997	0.141	9.969	0.058	23febStep&crash
120	1643983201000	0.137	9.967	0.012	23febStep&crash
121	1643983201004	0.151	9.983	0.029	23febStep&crash
122	1643983201010	0.132	9.964	0.031	23febStep&crash
123	1643983201015	0.137	9.964	0.02	23febStep&crash
124	1643983201020	0.108	9.962	0.003	23febStep&crash
125	1643983201024	0.141	9.943	0.039	23febStep&crash
126	1643983201029	0.125	9.96	0.091	23febStep&crash
127	1643983201033	0.139	9.938	0.125	23febStep&crash
128	1643983201039	0.113	9.957	0.144	23febStep&crash
129	1643983201043	0.089	9.957	0.125	23febStep&crash
130	1643983201049	0.084	9.964	0.087	23febStep&crash
131	1643983201053	0.048	9.957	0.067	23febStep&crash
132	1643983201057	0.05	9.945	0.046	23febStep&crash
133	1643983201062	0.072	9.967	0.034	23febStep&crash
134	1643983201066	0.072	9.964	-0.004	23febStep&crash
135	1643983201072	0.11	9.957	-0.014	23febStep&crash
136	1643983201077	0.117	9.962	-0.007	23febStep&crash
137	1643983201082	0.156	9.974	0.02	23febStep&crash
138	1643983201086	0.168	9.976	0.043	23febStep&crash
139	1643983201091	0.16	9.988	0.067	23febStep&crash
140	1643983201095	0.16	9.969	0.077	23febStep&crash
141	1643983201100	0.17	9.962	0.067	23febStep&crash
142	1643983201104	0.172	9.96	0.087	23febStep&crash
143	1643983201110	0.201	9.936	0.108	23febStep&crash
144	1643983201115	0.165	9.945	0.098	23febStep&crash
145	1643983201119	0.208	9.924	0.127	23febStep&crash
146	1643983201124	0.227	9.952	0.137	23febStep&crash
147	1643983201128	0.249	9.943	0.137	23febStep&crash
148	1643983201133	0.282	9.919	0.125	23febStep&crash
149	1643983201138	0.266	9.96	0.098	23febStep&crash
150	1643983201142	0.268	9.952	0.091	23febStep&crash
151	1643983201148	0.244	9.964	0.075	23febStep&crash
152	1643983201152	0.244	9.957	0.046	23febStep&crash
153	1643983201157	0.242	9.948	0.067	23febStep&crash
154	1643983201162	0.247	9.938	0.084	23febStep&crash
155	1643983201166	0.256	9.943	0.072	23febStep&crash
156	1643983201172	0.247	9.962	0.07	23febStep&crash
157	1643983201176	0.242	9.962	0.082	23febStep&crash
158	1643983201181	0.261	9.943	0.12	23febStep&crash
159	1643983201185	0.215	9.964	0.094	23febStep&crash
160	1643983201191	0.187	9.945	0.101	23febStep&crash
161	1643983201195	0.172	9.955	0.072	23febStep&crash
162	1643983201199	0.177	9.955	0.055	23febStep&crash
163	1643983201204	0.18	9.969	0.055	23febStep&crash
164	1643983201209	0.194	9.962	0.029	23febStep&crash
165	1643983201213	0.204	9.955	0.039	23febStep&crash
166	1643983201219	0.18	9.969	0.024	23febStep&crash
167	1643983201223	0.208	9.981	0.034	23febStep&crash
168	1643983201228	0.218	9.986	0.034	23febStep&crash
169	1643983201232	0.213	9.964	0.048	23febStep&crash
170	1643983201238	0.235	9.988	0.043	23febStep&crash
171	1643983201242	0.242	9.986	0.051	23febStep&crash
172	1643983201247	0.273	9.962	0.053	23febStep&crash
173	1643983201252	0.28	9.955	0.046	23febStep&crash
174	1643983201256	0.261	9.962	0.084	23febStep&crash
175	1643983201262	0.299	9.931	0.106	23febStep&crash
176	1643983201266	0.29	9.94	0.146	23febStep&crash
177	1643983201271	0.28	9.933	0.18	23febStep&crash
178	1643983201276	0.275	9.921	0.197	23febStep&crash
179	1643983201281	0.249	9.94	0.192	23febStep&crash
180	1643983201286	0.244	9.933	0.194	23febStep&crash
181	1643983201290	0.23	9.955	0.156	23febStep&crash
182	1643983201295	0.22	9.952	0.151	23febStep&crash
183	1643983201299	0.204	9.943	0.103	23febStep&crash
184	1643983201303	0.192	9.952	0.094	23febStep&crash
185	1643983201309	0.17	9.971	0.058	23febStep&crash
186	1643983201313	0.144	9.955	0.082	23febStep&crash
187	1643983201318	0.115	9.967	0.06	23febStep&crash
188	1643983201322	0.096	9.976	0.043	23febStep&crash
189	1643983201327	0.086	9.976	0.043	23febStep&crash
190	1643983201333	0.077	9.986	0.024	23febStep&crash
191	1643983201337	0.06	9.981	-0.004	23febStep&crash
192	1643983201342	0.086	9.979	-0.031	23febStep&crash
193	1643983201346	0.098	9.971	-0.038	23febStep&crash
194	1643983201351	0.072	9.976	-0.031	23febStep&crash
195	1643983201356	0.084	9.974	-0.004	23febStep&crash
196	1643983201362	0.079	9.962	0.024	23febStep&crash
197	1643983201365	0.05	9.933	0.079	23febStep&crash
198	1643983201369	0.103	9.948	0.139	23febStep&crash
199	1643983201375	0.11	9.948	0.146	23febStep&crash
200	1643983201379	0.129	9.943	0.154	23febStep&crash
201	1643983201384	0.117	9.948	0.13	23febStep&crash
202	1643983201389	0.132	9.957	0.084	23febStep&crash
203	1643983201394	0.148	9.967	0.055	23febStep&crash
204	1643983201399	0.156	9.986	0.039	23febStep&crash
205	1643983201403	0.144	9.962	0.003	23febStep&crash
206	1643983201408	0.144	9.969	0.017	23febStep&crash
207	1643983201414	0.141	9.962	0.065	23febStep&crash
208	1643983201417	0.141	9.971	0.065	23febStep&crash
209	1643983201422	0.144	9.964	0.087	23febStep&crash
210	1643983201427	0.125	9.936	0.137	23febStep&crash
211	1643983201433	0.115	9.95	0.161	23febStep&crash
212	1643983201436	0.113	9.936	0.151	23febStep&crash
213	1643983201442	0.105	9.957	0.137	23febStep&crash
214	1643983201445	0.137	9.967	0.11	23febStep&crash
215	1643983201451	0.132	9.948	0.084	23febStep&crash
216	1643983201455	0.144	9.955	0.07	23febStep&crash
217	1643983201460	0.177	9.96	0.046	23febStep&crash
218	1643983201465	0.175	9.969	0.046	23febStep&crash
219	1643983201470	0.206	9.967	0.043	23febStep&crash
220	1643983201474	0.16	9.962	0.06	23febStep&crash
221	1643983201479	0.139	9.945	0.082	23febStep&crash
222	1643983201484	0.132	9.945	0.089	23febStep&crash
223	1643983201488	0.12	9.945	0.103	23febStep&crash
224	1643983201493	0.113	9.943	0.103	23febStep&crash
225	1643983201498	0.101	9.969	0.115	23febStep&crash
226	1643983201503	0.108	9.964	0.094	23febStep&crash
227	1643983201507	0.12	9.979	0.084	23febStep&crash
228	1643983201513	0.101	9.976	0.072	23febStep&crash
229	1643983201517	0.115	9.957	0.02	23febStep&crash
230	1643983201522	0.11	9.952	0.017	23febStep&crash
231	1643983201527	0.108	9.955	0	23febStep&crash
232	1643983201532	0.122	9.964	0.012	23febStep&crash
233	1643983201535	0.122	9.952	0.027	23febStep&crash
234	1643983201541	0.117	9.95	0.017	23febStep&crash
235	1643983201547	0.172	9.967	0.031	23febStep&crash
236	1643983201551	0.165	9.96	0.039	23febStep&crash
237	1643983201555	0.175	9.969	0.075	23febStep&crash
238	1643983201559	0.177	9.979	0.07	23febStep&crash
239	1643983201564	0.172	9.964	0.084	23febStep&crash
240	1643983201569	0.182	9.96	0.125	23febStep&crash
241	1643983201573	0.16	9.969	0.146	23febStep&crash
242	1643983201578	0.194	9.945	0.158	23febStep&crash
243	1643983201583	0.213	9.936	0.185	23febStep&crash
244	1643983201588	0.235	9.96	0.177	23febStep&crash
245	1643983201593	0.206	9.938	0.146	23febStep&crash
246	1643983201597	0.22	9.933	0.165	23febStep&crash
247	1643983201602	0.232	9.95	0.137	23febStep&crash
248	1643983201606	0.232	9.96	0.108	23febStep&crash
249	1643983201612	0.215	9.94	0.089	23febStep&crash
250	1643983201616	0.22	9.952	0.055	23febStep&crash
251	1643983201621	0.215	9.938	0.055	23febStep&crash
