1	1644404710453	0.299	9.952	-0.581	9febcrash
2	1644404710454	0.282	9.921	-0.55	9febcrash
3	1644404710455	0.299	9.94	-0.576	9febcrash
4	1644404710458	0.28	9.914	-0.629	9febcrash
5	1644404710464	0.287	9.919	-0.646	9febcrash
6	1644404710467	0.275	9.94	-0.679	9febcrash
7	1644404710472	0.306	9.955	-0.701	9febcrash
8	1644404710479	0.282	9.94	-0.717	9febcrash
9	1644404710481	0.282	9.931	-0.722	9febcrash
10	1644404710486	0.254	9.933	-0.701	9febcrash
11	1644404710491	0.235	9.955	-0.722	9febcrash
12	1644404710495	0.199	9.94	-0.703	9febcrash
13	1644404710500	0.18	9.926	-0.701	9febcrash
14	1644404710505	0.208	9.945	-0.715	9febcrash
15	1644404710510	0.213	9.945	-0.691	9febcrash
16	1644404710514	0.211	9.955	-0.696	9febcrash
17	1644404710519	0.206	9.933	-0.689	9febcrash
18	1644404710524	0.196	9.933	-0.639	9febcrash
19	1644404710529	0.189	9.912	-0.643	9febcrash
20	1644404710534	0.187	9.914	-0.655	9febcrash
21	1644404710538	0.187	9.9	-0.619	9febcrash
22	1644404710543	0.211	9.914	-0.6	9febcrash
23	1644404710549	0.237	9.945	-0.576	9febcrash
24	1644404710553	0.215	9.919	-0.576	9febcrash
25	1644404710557	0.208	9.926	-0.552	9febcrash
26	1644404710562	0.196	9.936	-0.533	9febcrash
27	1644404710567	0.201	9.924	-0.552	9febcrash
28	1644404710571	0.223	9.933	-0.528	9febcrash
29	1644404710578	0.251	9.943	-0.495	9febcrash
30	1644404710581	0.259	9.926	-0.505	9febcrash
31	1644404710585	0.278	9.909	-0.516	9febcrash
32	1644404710591	0.273	9.9	-0.5	9febcrash
33	1644404710596	0.259	9.907	-0.548	9febcrash
34	1644404710600	0.244	9.902	-0.583	9febcrash
35	1644404710605	0.232	9.912	-0.624	9febcrash
36	1644404710614	0.232	9.955	-0.679	9febcrash
37	1644404710616	0.189	9.931	-0.713	9febcrash
38	1644404710620	0.18	9.928	-0.732	9febcrash
39	1644404710625	0.141	9.94	-0.761	9febcrash
